place_name,review_text,sentiment_food,sentiment_service,sentiment_price,sentiment_global
Antares,La pizza estaba cruda y tiempos de espera normales.,NEG,NEU,NEU,NEG
Kansas,Me encantó la comida y precios altos.,POS,NEU,NEG,NEU
La Mezzetta,Se deja comer y bastante barato.,NEU,NEU,POS,POS
Antares,Lugar sucio.,NEU,NEU,NEU,NEG
El Pobre Luis,Sabroso y fresco.,POS,NEU,NEU,POS
La Parolaccia,Regular la comida.,NEU,NEU,NEU,NEU
Las Violetas,Tiempos de espera normales.,NEU,NEU,NEU,NEU
Don Julio,Lugar sucio y excelente relación precio calidad.,NEU,NEU,POS,NEU
Sottovoce,Atención sin destacar.,NEU,NEU,NEU,NEU
Don Julio,No me gusto el ambiente y tardaron mil años en atender.,NEU,NEG,NEU,NEG
Kansas,Precios un poco elevados para lo que ofrecen y todo helado.,NEG,NEU,NEG,NEG
La Cabrera,Lugar normal y cumplieron con el pedido.,NEU,NEU,NEU,NEU
La Parolaccia,Brillante atencion si no tienes prisa.,NEU,NEG,NEU,NEG
Rapanui,Nada especial el lugar y todo muy rico.,POS,NEU,NEU,POS
Antares,La comida un desastre.,NEG,NEU,NEU,NEG
Antares,La atención fue genial y no me gusto el lugar.,NEU,POS,NEU,NEU
El Cuartito,Me gusto el lugar.,NEU,NEU,NEU,POS
Kansas,Horrible sabor y me encanto esperar 2 horas.,NEG,NEG,NEU,NEG
Antares,Lugar normal.,NEU,NEU,NEU,NEU
Kansas,La atención fue genial y no es barato ni caro.,NEU,POS,NEU,POS
Antares,El lugar esta bueno.,NEU,NEU,NEU,POS
El Cuartito,Ni muy muy ni tan tan.,NEU,NEU,NEU,NEU
Antares,No es caro.,NEU,NEU,POS,POS
Don Julio,Atención rápida y cordial y precios de mercado.,NEU,POS,NEU,POS
El Cuartito,Buen precio y ni muy muy ni tan tan.,NEU,NEU,POS,POS
Antares,El lugar se cae a pedazos y los platos son abundantes y deliciosos.,POS,NEU,NEU,NEU
El Pobre Luis,La carne estaba dura.,NEG,NEU,NEU,NEG
Pizzería Guerrin,Buen ambiente y precio acorde.,NEU,NEU,NEU,POS
Antares,Excelente relación precio calidad.,NEU,NEU,POS,POS
Antares,Poco bueno y tiempos de espera normales.,NEG,NEU,NEU,NEG
Rapanui,Ambiente estandar y comida aceptable.,NEU,NEU,NEU,NEU
Las Violetas,"Tiempos de espera normales, una estafa el precio y buen ambiente.",NEU,NEU,NEG,NEU
La Cabrera,Ambiente estandar.,NEU,NEU,NEU,NEU
El Cuartito,"Nos atendieron de maravilla, no me gusto el lugar y la carne era una manteca.",POS,POS,NEU,POS
Las Violetas,"La atención normal, lindo lugar y ni muy muy ni tan tan.",NEU,NEU,NEU,POS
Kansas,La carne estaba dura y lo que esperas pagar.,NEG,NEU,NEU,NEG
Sottovoce,La comida normal.,NEU,NEU,NEU,NEU
Las Violetas,"Me gusto mucho, el lugar se cae a pedazos y falta personal.",POS,NEG,NEU,NEG
La Cabrera,Los mozos te tratan mal y me encantó la comida.,POS,NEG,NEU,NEU
Kansas,"Muy caro, ambiente estandar y me encantó la comida.",POS,NEU,NEG,NEU
La Mezzetta,Platos estándar.,NEU,NEU,NEU,NEU
Las Violetas,No es barato ni caro y atención rápida y cordial.,NEU,POS,NEU,POS
Kansas,Precio acorde.,NEU,NEU,NEU,NEU
El Pobre Luis,Lugar normal y el mozo super amable.,NEU,POS,NEU,POS
Pizzería Guerrin,"Falta personal, no vale lo que cuesta y no me gustó la comida.",NEG,NEG,NEG,NEG
La Cabrera,"Platos estándar, no me gusto el ambiente y brillante atencion si no tienes prisa.",NEU,NEG,NEU,NEG
La Mezzetta,El lugar esta bueno y cumplieron con el pedido.,NEU,NEU,NEU,POS
Rapanui,Lugar feo.,NEU,NEU,NEU,NEG
Rapanui,Muy linda decoracion.,NEU,NEU,NEU,POS
El Pobre Luis,No es caro y todo muy rico.,POS,NEU,POS,POS
Las Violetas,"No es caro, muy frio y el servicio correcto.",NEG,NEU,POS,NEU
La Cabrera,La comida normal.,NEU,NEU,NEU,NEU
Antares,Nada del otro mundo la comida y falta personal.,NEU,NEG,NEU,NEG
La Cabrera,El lugar es hermoso.,NEU,NEU,NEU,POS
Don Julio,El lugar esta bueno y el servicio correcto.,NEU,NEU,NEU,POS
Sottovoce,"Tiempos de espera normales, precios de mercado y lugar feo.",NEU,NEU,NEU,NEG
Sottovoce,Nadie nos prestaba atención.,NEU,NEG,NEU,NEG
El Pobre Luis,Costoso.,NEU,NEU,NEG,NEG
La Cabrera,Atención sin destacar y el lugar se cae a pedazos.,NEU,NEU,NEU,NEG
El Cuartito,Bastante barato y cumplieron con el pedido.,NEU,NEU,POS,POS
La Parolaccia,"Se deja comer, lindo lugar y nadie nos prestaba atención.",NEU,NEG,NEU,NEU
El Cuartito,Cumplieron con el pedido.,NEU,NEU,NEU,NEU
La Parolaccia,Sabroso y fresco y el lugar se cae a pedazos.,POS,NEU,NEU,NEU
El Pobre Luis,"Lugar feo, brillante atencion si no tienes prisa y no es caro.",NEU,NEG,POS,NEG
La Mezzetta,Excelente relación precio calidad.,NEU,NEU,POS,POS
Pizzería Guerrin,La atención fue genial y ni muy muy ni tan tan.,NEU,POS,NEU,POS
La Cabrera,Me encantó la comida.,POS,NEU,NEU,POS
Pizzería Guerrin,Destaco la atención.,NEU,POS,NEU,POS
Don Julio,Ambiente estandar.,NEU,NEU,NEU,NEU
La Mezzetta,Precios de mercado.,NEU,NEU,NEU,NEU
La Cabrera,No es barato ni caro y la comida una obra de arte abstracto del horror.,NEG,NEU,NEU,NEG
El Cuartito,Poco rico y el lugar es hermoso.,NEG,NEU,NEU,NEU
El Pobre Luis,Me gusto mucho y atención rápida y cordial.,POS,POS,NEU,POS
Don Julio,Atención rápida y cordial.,NEU,POS,NEU,POS
Rapanui,Atención rápida y cordial y ni muy muy ni tan tan.,NEU,POS,NEU,POS
Antares,La comida un desastre y nadie nos prestaba atención.,NEG,NEG,NEU,NEG
Don Julio,"Atención rápida y cordial, lugar feo y no me pareció rico.",NEG,POS,NEU,NEG
Sottovoce,"Bastante barato, me encantó la comida y me gusto el lugar.",POS,NEU,POS,POS
Las Violetas,Tiempos de espera normales y nada especial el lugar.,NEU,NEU,NEU,NEU
Kansas,"Mala ambientacion, precio acorde y la comida normal.",NEU,NEU,NEU,NEG
Sottovoce,La comida una obra de arte abstracto del horror.,NEG,NEU,NEU,NEG
Las Violetas,Precios altos.,NEU,NEU,NEG,NEG
El Pobre Luis,Nada especial el lugar.,NEU,NEU,NEU,NEU
Las Violetas,"Teniamos frio, lo que esperas pagar y lugar normal.",NEG,NEU,NEU,NEG
Don Julio,No me gustó la comida y excelente relación precio calidad.,NEG,NEU,POS,NEU
Rapanui,Precios por las nubes y horrible sabor.,NEG,NEU,NEG,NEG
La Mezzetta,El servicio correcto.,NEU,NEU,NEU,NEU
Rapanui,La atención fue pésima.,NEU,NEG,NEU,NEG
Sottovoce,Servicio lento y malo y la comida normal.,NEU,NEG,NEU,NEG
Las Violetas,Muy atentos en todo momento.,NEU,POS,NEU,POS
Las Violetas,"La pizza es la mejor de buenos aires, ambiente estandar y la atención normal.",POS,NEU,NEU,POS
Rapanui,Excelente relación precio calidad y me gusto el lugar.,NEU,NEU,POS,POS
El Cuartito,Comida aceptable y no es barato ni caro.,NEU,NEU,NEU,NEU
Sottovoce,Nadie nos prestaba atención y todo tenía sabor feo.,NEG,NEG,NEU,NEG
Pizzería Guerrin,Destaco la atención y lugar normal.,NEU,POS,NEU,POS
Antares,El lugar es hermoso.,NEU,NEU,NEU,POS
Kansas,"La comida normal, mala ambientacion y lo que esperas pagar.",NEU,NEU,NEU,NEG
Don Julio,Buen precio y servicio excelente.,NEU,POS,POS,POS
El Pobre Luis,"El lugar se cae a pedazos, servicio excelente y genial si te gusta comer frio.",NEG,POS,NEU,NEG
Antares,Precios de mercado y muy atentos en todo momento.,NEU,POS,NEU,POS
Las Violetas,Me encantó la comida y precio acorde.,POS,NEU,NEU,POS
El Pobre Luis,Que rica comida y no me gusto el lugar.,POS,NEU,NEU,NEU
El Cuartito,La atención normal.,NEU,NEU,NEU,NEU
Antares,"El lugar es hermoso, ideal para perder el tiempo y la comida llegó fría.",NEG,NEG,NEU,NEG
Antares,Precios por las nubes y me encanto esperar 2 horas.,NEU,NEG,NEG,NEG
La Cabrera,"El servicio correcto, muy frio y no es caro.",NEG,NEU,POS,NEU
Don Julio,Precios de mercado y el lugar se cae a pedazos.,NEU,NEU,NEU,NEG
La Parolaccia,Precios elevados y mala ambientacion.,NEU,NEU,NEG,NEG
Sottovoce,Ambiente estandar y muy mala onda los empleados.,NEU,NEG,NEU,NEG
Sottovoce,No vale lo que cuesta.,NEU,NEU,NEG,NEG
El Cuartito,"Incomible, precios un poco elevados para lo que ofrecen y el lugar es hermoso.",NEG,NEU,NEG,NEG
Rapanui,Que rica comida.,POS,NEU,NEU,POS
Kansas,No es caro y ni muy muy ni tan tan.,NEU,NEU,POS,POS
Antares,Ideal para perder el tiempo y los platos son abundantes y deliciosos.,POS,NEG,NEU,NEU
La Mezzetta,Precio acorde y me gusto el lugar.,NEU,NEU,NEU,POS
La Parolaccia,Ambiente estandar y poco bueno.,NEG,NEU,NEU,NEG
Rapanui,"Nada especial el lugar, cumplieron con el pedido y bastante barato.",NEU,NEU,POS,POS
El Cuartito,"Todo tenía sabor feo, me gusto el lugar y bastante barato.",NEG,NEU,POS,POS
La Mezzetta,Se deja comer y atención rápida y cordial.,NEU,POS,NEU,POS
La Parolaccia,Nada especial el lugar.,NEU,NEU,NEU,NEU
Sottovoce,Nada del otro mundo la comida y precios un poco elevados para lo que ofrecen.,NEU,NEU,NEG,NEG
La Mezzetta,El lugar esta bueno y me encanto esperar 2 horas.,NEU,NEG,NEU,NEU
Pizzería Guerrin,La comida normal.,NEU,NEU,NEU,NEU
Kansas,Nada especial el lugar.,NEU,NEU,NEU,NEU
Rapanui,Todo muy rico y precios elevados.,POS,NEU,NEG,NEU
Antares,Precio acorde y los mozos te tratan mal.,NEU,NEG,NEU,NEG
La Parolaccia,Un poco caro.,NEU,NEU,NEG,NEG
El Pobre Luis,Nada especial el lugar.,NEU,NEU,NEU,NEU
Las Violetas,Nada especial el lugar y la atención fue genial.,NEU,POS,NEU,POS
Pizzería Guerrin,"La atención fue genial, la comida llegó fría y muy linda decoracion.",NEG,POS,NEU,POS
Kansas,Precios un poco elevados para lo que ofrecen.,NEU,NEU,NEG,NEG
Kansas,La carne era una manteca y el servicio correcto.,POS,NEU,NEU,POS
El Cuartito,La comida estaba exquisita y me gusto el lugar.,POS,NEU,NEU,POS
Rapanui,Precios elevados.,NEU,NEU,NEG,NEG
Don Julio,Lugar normal.,NEU,NEU,NEU,NEU
Antares,La comida un desastre y lugar normal.,NEG,NEU,NEU,NEG
Rapanui,Lugar feo y me pareció carísimo.,NEU,NEU,NEG,NEG
Las Violetas,Una estafa el precio.,NEU,NEU,NEG,NEG
La Cabrera,Buen ambiente.,NEU,NEU,NEU,POS
Rapanui,Se deja comer y mala ambientacion.,NEU,NEU,NEU,NEG
Las Violetas,Me gusto mucho.,POS,NEU,NEU,POS
Las Violetas,No es barato ni caro y destaco la atención.,NEU,POS,NEU,POS
Antares,Bastante barato y tiempos de espera normales.,NEU,NEU,POS,POS
Kansas,Precios por las nubes y tiempos de espera normales.,NEU,NEU,NEG,NEG
Rapanui,Excelente relación precio calidad.,NEU,NEU,POS,POS
Sottovoce,Buen ambiente y el servicio correcto.,NEU,NEU,NEU,POS
Don Julio,Muy linda decoracion y nadie nos prestaba atención.,NEU,NEG,NEU,NEU
La Cabrera,Lugar sucio.,NEU,NEU,NEU,NEG
Pizzería Guerrin,Nos atendieron de maravilla y ni muy muy ni tan tan.,NEU,POS,NEU,POS
Antares,La comida normal y la atención normal.,NEU,NEU,NEU,NEU
Kansas,"Precio acorde, muy atentos en todo momento y lugar sucio.",NEU,POS,NEU,NEU
El Pobre Luis,Teniamos frio y atención rápida y cordial.,NEG,POS,NEU,NEU
La Cabrera,Buen precio.,NEU,NEU,POS,POS
La Mezzetta,Ambiente estandar.,NEU,NEU,NEU,NEU
Kansas,Tiempos de espera normales y lo que esperas pagar.,NEU,NEU,NEU,NEU
El Pobre Luis,"Lugar sucio, no vale lo que cuesta y servicio excelente.",NEU,POS,NEG,NEG
Don Julio,"Precios elevados, el lugar es hermoso y nada del otro mundo la comida.",NEU,NEU,NEG,NEU
Rapanui,Atención sin destacar.,NEU,NEU,NEU,NEU
La Mezzetta,"Precio acorde, atención rápida y cordial y mala ambientacion.",NEU,POS,NEU,NEU
Antares,"Precios elevados, nada especial el lugar y atención rápida y cordial.",NEU,POS,NEG,NEU
Don Julio,Precios accesibles.,NEU,NEU,POS,POS
Las Violetas,Incomible.,NEG,NEU,NEU,NEG
Rapanui,Precios accesibles y la atención normal.,NEU,NEU,POS,POS
Las Violetas,Comida aceptable y lugar normal.,NEU,NEU,NEU,NEU
Rapanui,Nada bueno y precios por las nubes.,NEG,NEU,NEG,NEG
El Cuartito,Platos estándar.,NEU,NEU,NEU,NEU
Pizzería Guerrin,"Muy atentos en todo momento, nos llego todo frio y precios un poco elevados para lo que ofrecen.",NEG,POS,NEG,NEG
Las Violetas,"El lugar esta bueno, se deja comer y el servicio correcto.",NEU,NEU,NEU,POS
Don Julio,Precio acorde.,NEU,NEU,NEU,NEU
Don Julio,"Brillante atencion si no tienes prisa, no es barato ni caro y lugar normal.",NEU,NEG,NEU,NEG
La Mezzetta,Lugar feo y ni muy muy ni tan tan.,NEU,NEU,NEU,NEG
Las Violetas,"Precios de mercado, lugar feo y regular la comida.",NEU,NEU,NEU,NEG
Las Violetas,"Buen ambiente, la comida estaba exquisita y precios de mercado.",POS,NEU,NEU,POS
Las Violetas,Nada especial el lugar y me pareció carísimo.,NEU,NEU,NEG,NEG
Rapanui,La comida estaba exquisita y lugar normal.,POS,NEU,NEU,POS
La Mezzetta,La comida estaba exquisita.,POS,NEU,NEU,POS
Sottovoce,Nadie nos prestaba atención y mala ambientacion.,NEU,NEG,NEU,NEG
La Cabrera,"No me gusto el ambiente, excelente sabor y costoso.",POS,NEU,NEG,NEG
El Cuartito,Buen precio.,NEU,NEU,POS,POS
Las Violetas,Nada del otro mundo la comida y lugar normal.,NEU,NEU,NEU,NEU
El Cuartito,El mozo super amable y estaba rico.,POS,POS,NEU,POS
El Pobre Luis,"La comida estaba exquisita, precios accesibles y el lugar es hermoso.",POS,NEU,POS,POS
La Parolaccia,El lugar se cae a pedazos.,NEU,NEU,NEU,NEG
Sottovoce,Me gusto el lugar y muy atentos en todo momento.,NEU,POS,NEU,POS
El Pobre Luis,Cumplieron con el pedido y te arrancan la cabeza.,NEU,NEU,NEG,NEG
Don Julio,Lugar normal.,NEU,NEU,NEU,NEU
La Mezzetta,No es barato ni caro y buen ambiente.,NEU,NEU,NEU,POS
La Parolaccia,Buen precio.,NEU,NEU,POS,POS
Antares,"Una estafa el precio, lugar feo y la carne era una manteca.",POS,NEU,NEG,NEG
Kansas,"Bien si te gusta lo crudo, lugar feo y el mozo super amable.",NEG,POS,NEU,NEG
El Cuartito,Todo helado.,NEG,NEU,NEU,NEG
La Cabrera,Destaco la atención y no es caro.,NEU,POS,POS,POS
Pizzería Guerrin,"Comida aceptable, la atención normal y precios por las nubes.",NEU,NEU,NEG,NEG
El Cuartito,Bastante barato.,NEU,NEU,POS,POS
La Mezzetta,Tiempos de espera normales.,NEU,NEU,NEU,NEU
La Mezzetta,Cumplieron con el pedido.,NEU,NEU,NEU,NEU
Sottovoce,Costoso.,NEU,NEU,NEG,NEG
El Cuartito,Lo que esperas pagar.,NEU,NEU,NEU,NEU
Rapanui,Te arrancan la cabeza.,NEU,NEU,NEG,NEG
Pizzería Guerrin,No es barato ni caro y que rica comida.,POS,NEU,NEU,POS
La Parolaccia,Lindo lugar y precios accesibles.,NEU,NEU,POS,POS
La Parolaccia,Precios altos.,NEU,NEU,NEG,NEG
El Cuartito,"Atención sin destacar, excelente relación precio calidad y todo muy grasoso.",NEG,NEU,POS,NEU
La Mezzetta,Nos llego todo frio y la atención fue genial.,NEG,POS,NEU,NEU
La Parolaccia,La carne era una manteca.,POS,NEU,NEU,POS
Sottovoce,Bastante barato y la comida estaba exquisita.,POS,NEU,POS,POS
Don Julio,Ambiente estandar y una estafa el precio.,NEU,NEU,NEG,NEG
La Parolaccia,Mala ambientacion.,NEU,NEU,NEU,NEG
El Cuartito,Que rica comida.,POS,NEU,NEU,POS
Las Violetas,Excelente sabor y lugar feo.,POS,NEU,NEU,NEU
La Mezzetta,Bastante barato.,NEU,NEU,POS,POS
La Mezzetta,Ambiente estandar y la atención fue pésima.,NEU,NEG,NEU,NEG
Las Violetas,Lugar sucio.,NEU,NEU,NEU,NEG
Antares,Platos estándar y me pareció carísimo.,NEU,NEU,NEG,NEG
La Parolaccia,Me encantó la comida.,POS,NEU,NEU,POS
Las Violetas,"La comida un desastre, buen precio y brillante atencion si no tienes prisa.",NEG,NEG,POS,NEG
Rapanui,Lindo lugar.,NEU,NEU,NEU,POS
La Parolaccia,Todo muy rico.,POS,NEU,NEU,POS
El Pobre Luis,No es caro y destaco la atención.,NEU,POS,POS,POS
Pizzería Guerrin,Precios de mercado.,NEU,NEU,NEU,NEU
Las Violetas,"El mozo super amable, ambiente estandar y precios accesibles.",NEU,POS,POS,POS
Sottovoce,Te arrancan la cabeza.,NEU,NEU,NEG,NEG
Pizzería Guerrin,El lugar se cae a pedazos y no vale lo que cuesta.,NEU,NEU,NEG,NEG
El Cuartito,"El lugar esta bueno, el mozo super amable y la comida estaba exquisita.",POS,POS,NEU,POS
Rapanui,Bastante barato y todo muy grasoso.,NEG,NEU,POS,NEU
La Mezzetta,La comida llegó fría.,NEG,NEU,NEU,NEG
La Parolaccia,Me encantó la comida.,POS,NEU,NEU,POS
Sottovoce,Ambiente estandar.,NEU,NEU,NEU,NEU
Rapanui,Servicio excelente y el lugar es hermoso.,NEU,POS,NEU,POS
Rapanui,Excelente relación precio calidad.,NEU,NEU,POS,POS
Pizzería Guerrin,"Precios accesibles, el lugar es hermoso y la comida estaba exquisita.",POS,NEU,POS,POS
Don Julio,La comida una obra de arte abstracto del horror y tiempos de espera normales.,NEG,NEU,NEU,NEG
La Cabrera,Ideal para perder el tiempo.,NEU,NEG,NEU,NEG
Sottovoce,El lugar se cae a pedazos y precios por las nubes.,NEU,NEU,NEG,NEG
La Cabrera,Excelente relación precio calidad.,NEU,NEU,POS,POS
Sottovoce,"Si te gusta esperar este es tu lugar, muy linda decoracion y bastante barato.",NEU,NEG,POS,POS
Rapanui,Muy linda decoracion y servicio lento y malo.,NEU,NEG,NEU,NEU
Sottovoce,"Ambiente estandar, atención rápida y cordial y que rica comida.",POS,POS,NEU,POS
El Cuartito,El servicio correcto y el lugar es hermoso.,NEU,NEU,NEU,POS
El Cuartito,Lo que esperas pagar y destaco la atención.,NEU,POS,NEU,POS
La Parolaccia,Lindo lugar y atención rápida y cordial.,NEU,POS,NEU,POS
Sottovoce,Buen ambiente y me encantó la comida.,POS,NEU,NEU,POS
La Cabrera,Si te gusta esperar este es tu lugar y nada especial el lugar.,NEU,NEG,NEU,NEG
La Mezzetta,Que rica comida.,POS,NEU,NEU,POS
La Cabrera,"Lo que esperas pagar, ambiente estandar y comida aceptable.",NEU,NEU,NEU,NEU
La Mezzetta,La carne era una manteca y nada especial el lugar.,POS,NEU,NEU,POS
Kansas,Un poco caro y el mozo super amable.,NEU,POS,NEG,NEU
Sottovoce,La pizza es la mejor de buenos aires.,POS,NEU,NEU,POS
Rapanui,Teniamos frio.,NEG,NEU,NEU,NEG
El Pobre Luis,La carne era una manteca.,POS,NEU,NEU,POS
Sottovoce,Precios altos y vino frio.,NEG,NEU,NEG,NEG
Sottovoce,Muy linda decoracion.,NEU,NEU,NEU,POS
La Cabrera,Precios accesibles y se deja comer.,NEU,NEU,POS,POS
El Pobre Luis,"El lugar es hermoso, ideal para perder el tiempo y la carne era una manteca.",POS,NEG,NEU,POS
El Cuartito,Me gusto el lugar y la carne estaba dura.,NEG,NEU,NEU,NEU
El Cuartito,Muy atentos en todo momento y excelente relación precio calidad.,NEU,POS,POS,POS
Las Violetas,Muy atentos en todo momento y no vale lo que cuesta.,NEU,POS,NEG,NEU
Sottovoce,La atención fue genial y la carne estaba dura.,NEG,POS,NEU,NEU
La Mezzetta,Me gusto el lugar.,NEU,NEU,NEU,POS
El Cuartito,La comida estaba exquisita y el lugar es hermoso.,POS,NEU,NEU,POS
El Pobre Luis,"La atención fue pésima, precios elevados y me gusto el lugar.",NEU,NEG,NEG,NEG
Sottovoce,Buen precio y la carne era una manteca.,POS,NEU,POS,POS
El Cuartito,"Me gusto el lugar, la carne era una manteca y el servicio correcto.",POS,NEU,NEU,POS
La Parolaccia,Excelente relación precio calidad.,NEU,NEU,POS,POS
Pizzería Guerrin,No me gusto el ambiente.,NEU,NEU,NEU,NEG
Antares,Si te gusta esperar este es tu lugar.,NEU,NEG,NEU,NEG
Rapanui,"Muy linda decoracion, poco rico y costoso.",NEG,NEU,NEG,NEG
El Pobre Luis,Platos estándar.,NEU,NEU,NEU,NEU
La Mezzetta,Atención sin destacar y ambiente estandar.,NEU,NEU,NEU,NEU
La Mezzetta,Muy linda decoracion y la comida estaba exquisita.,POS,NEU,NEU,POS
El Pobre Luis,No me gusto el lugar.,NEU,NEU,NEU,NEG
Don Julio,La carne estaba dura.,NEG,NEU,NEU,NEG
Antares,El lugar es hermoso.,NEU,NEU,NEU,POS
Don Julio,"Atención sin destacar, ni muy muy ni tan tan y mala ambientacion.",NEU,NEU,NEU,NEG
La Mezzetta,Mala ambientacion.,NEU,NEU,NEU,NEG
Don Julio,Excelente relación precio calidad y buen ambiente.,NEU,NEU,POS,POS
Antares,Precios un poco elevados para lo que ofrecen.,NEU,NEU,NEG,NEG
La Parolaccia,"Excelente relación precio calidad, muy atentos en todo momento y lugar normal.",NEU,POS,POS,POS
La Mezzetta,La atención fue genial.,NEU,POS,NEU,POS
Las Violetas,Muy atentos en todo momento y costoso.,NEU,POS,NEG,NEU
Pizzería Guerrin,Lo que esperas pagar.,NEU,NEU,NEU,NEU
La Parolaccia,Te arrancan la cabeza.,NEU,NEU,NEG,NEG
La Parolaccia,Nadie nos prestaba atención.,NEU,NEG,NEU,NEG
La Cabrera,No es barato ni caro.,NEU,NEU,NEU,NEU
Rapanui,El lugar se cae a pedazos.,NEU,NEU,NEU,NEG
Sottovoce,Lugar feo y tiempos de espera normales.,NEU,NEU,NEU,NEG
El Cuartito,"No es caro, ambiente estandar y atención sin destacar.",NEU,NEU,POS,POS
El Pobre Luis,Lugar normal y muy atentos en todo momento.,NEU,POS,NEU,POS
Rapanui,El lugar se cae a pedazos y nada del otro mundo la comida.,NEU,NEU,NEU,NEG
Rapanui,Ambiente estandar y lo que esperas pagar.,NEU,NEU,NEU,NEU
Kansas,Ideal para perder el tiempo y la pizza estaba cruda.,NEG,NEG,NEU,NEG
La Parolaccia,Precios de mercado.,NEU,NEU,NEU,NEU
Rapanui,Platos estándar y no es barato ni caro.,NEU,NEU,NEU,NEU
La Parolaccia,Nos atendieron de maravilla y el lugar esta bueno.,NEU,POS,NEU,POS
El Pobre Luis,Ambiente estandar.,NEU,NEU,NEU,NEU
Kansas,Lugar normal.,NEU,NEU,NEU,NEU
Sottovoce,Un poco caro.,NEU,NEU,NEG,NEG
Las Violetas,Me gusto el lugar.,NEU,NEU,NEU,POS
La Mezzetta,Lugar sucio y ni muy muy ni tan tan.,NEU,NEU,NEU,NEG
Antares,Precios por las nubes y ambiente estandar.,NEU,NEU,NEG,NEG
El Pobre Luis,Mala ambientacion y servicio excelente.,NEU,POS,NEU,NEU
Kansas,No es caro y no me gusto el lugar.,NEU,NEU,POS,NEU
Kansas,El lugar esta bueno y gracias por la demora.,NEU,NEG,NEU,NEU
Rapanui,Nada especial el lugar.,NEU,NEU,NEU,NEU
Rapanui,"No me gusto el lugar, se deja comer y no vale lo que cuesta.",NEU,NEU,NEG,NEG
La Cabrera,"Me gusto mucho, el mozo super amable y precios altos.",POS,POS,NEG,POS
Rapanui,"Atención sin destacar, el lugar se cae a pedazos y se deja comer.",NEU,NEU,NEU,NEG
La Parolaccia,Nada especial el lugar.,NEU,NEU,NEU,NEU
El Cuartito,Lugar normal.,NEU,NEU,NEU,NEU
Pizzería Guerrin,"No es barato ni caro, no estaba rico y ambiente estandar.",NEG,NEU,NEU,NEG
El Cuartito,Nos llego todo frio y buen ambiente.,NEG,NEU,NEU,NEU
La Parolaccia,No me gusto el ambiente.,NEU,NEU,NEU,NEG
Kansas,Nadie nos prestaba atención.,NEU,NEG,NEU,NEG
Rapanui,Precios de mercado.,NEU,NEU,NEU,NEU
Antares,Tiempos de espera normales.,NEU,NEU,NEU,NEU
Rapanui,Platos estándar.,NEU,NEU,NEU,NEU
Sottovoce,"El lugar se cae a pedazos, precios de mercado y la comida normal.",NEU,NEU,NEU,NEG
El Pobre Luis,Lindo lugar.,NEU,NEU,NEU,POS
